time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
2021-11-23 22:00:00,594.31,592.58,594.37,9459.53,5610957.38,593.15,multiply,BTC
2021-11-23 23:00:00,593.7,591.02,593.19,6939.11,4109878.32,591.18,direct,
2021-11-24 00:00:00,594.05,590.02,591.18,5714.06,3382690.91,591.33,direct,
2021-11-24 01:00:00,593.04,586.88,591.33,7058.08,4162399.2,586.97,direct,
2021-11-24 02:00:00,588.27,580.67,586.97,9847.83,5747063.01,581.03,direct,
2021-11-24 03:00:00,583.08,580.22,581.03,5834.07,3392054.13,580.94,direct,
2021-11-24 04:00:00,584.56,579.07,580.94,4855.95,2825280.21,582.53,direct,
2021-11-24 05:00:00,585.15,581.77,582.53,4250.06,2479625.99,583.12,direct,
2021-11-24 06:00:00,590.25,579.0,583.12,7254.9,4233982.16,588.72,direct,
2021-11-24 07:00:00,588.87,585.37,588.72,4988.0,2927736.88,586.5,direct,
2021-11-24 08:00:00,591.11,584.99,586.5,6121.28,3600984.76,587.17,direct,
2021-11-24 09:00:00,592.67,586.92,587.17,4357.7,2569774.73,589.13,direct,
2021-11-24 10:00:00,591.5,587.0,589.13,3970.41,2339594.68,587.37,direct,
2021-11-24 11:00:00,591.97,589.14,587.64,7891.83,4658324.25,590.27,multiply,BTC
2021-11-24 12:00:00,592.43,587.79,590.46,6748.36,3980755.81,588.38,direct,
2021-11-24 13:00:00,591.39,581.42,588.38,6394.6,3755511.91,582.15,direct,
2021-11-24 14:00:00,584.24,577.11,582.15,8190.67,4757237.07,581.27,direct,
2021-11-24 15:00:00,594.31,580.77,581.27,5569.68,3268149.95,591.66,direct,
2021-11-24 16:00:00,593.0,583.89,591.66,4864.99,2861323.18,585.3,direct,
2021-11-24 17:00:00,588.49,580.98,585.3,4512.96,2636108.25,583.09,direct,
2021-11-24 18:00:00,588.93,583.09,583.09,4155.09,2434727.6,585.95,direct,
2021-11-24 19:00:00,586.87,582.32,586.35,9327.42,5431554.91,582.32,multiply,BTC
2021-11-24 20:00:00,587.8,579.64,582.58,6309.8,3683395.74,587.58,direct,
2021-11-24 21:00:00,588.72,585.79,587.58,4115.95,2416942.82,586.62,direct,
2021-11-24 22:00:00,588.4,583.27,586.47,6247.76,3676192.7,588.4,multiply,BTC
2021-11-24 23:00:00,591.74,588.28,588.5,3640.3,2148970.72,590.75,direct,
2021-11-25 00:00:00,599.24,587.68,590.75,9740.03,5798884.09,597.11,direct,
2021-11-25 01:00:00,603.49,597.02,597.11,7217.62,4334605.06,600.72,direct,
