high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol,realbody,trend1,trend2,MorningStar,MorningStar_good,MorningStar_bad,EveningStar,EveningStar_good,EveningStar_bad
205.89,203.88,204.22,132808.81,27208275.79,205.71,direct,,1.490000000000009,-1.0,-1.0,0.0,0,0,0.0,0,0
206.69,204.1,205.71,86344.96,17718545.2,205.01,direct,,-0.700000000000017,-1.0,-1.0,0.0,0,0,0.0,0,0
205.75,204.16,205.01,56444.28,11572512.7,204.53,direct,,-0.47999999999998977,-1.0,-1.0,0.0,0,0,0.0,0,0
204.86,201.46,204.53,109434.12,22206018.33,203.89,direct,,-0.6400000000000148,-1.0,-1.0,0.0,0,0,0.0,0,0
204.61,202.27,203.89,74650.43,15199479.54,204.6,direct,,0.710000000000008,-1.0,-1.0,0.0,0,0,0.0,0,0
206.28,201.84,204.6,108528.3,22194812.44,201.88,direct,,-2.719999999999999,-1.0,-1.0,0.0,0,0,0.0,0,0
203.55,200.17,201.88,137004.32,27630655.66,203.36,direct,,1.4800000000000182,-1.0,-1.0,0.0,0,0,0.0,0,0
204.31,200.74,203.36,65570.82,13269367.55,201.97,direct,,-1.3900000000000148,-1.0,-1.0,0.0,0,0,0.0,0,0
203.8,199.73,201.97,100533.92,20254854.61,201.85,direct,,-0.12000000000000455,-1.0,-1.0,0.0,0,0,0.0,0,0
202.55,200.49,201.85,76101.46,15324181.62,201.51,direct,,-0.3400000000000034,-1.0,-1.0,0.0,0,0,0.0,0,0
203.59,200.7,201.51,69551.98,14047881.92,203.36,direct,,1.8500000000000227,-1.0,-1.0,0.0,0,0,0.0,0,0
207.63,202.51,203.36,134768.09,27694732.2,207.36,direct,,4.0,1.0,1.0,0.0,0,0,0.0,0,0
217.39,207.3,207.36,398243.97,84500118.99,214.92,direct,,7.559999999999974,1.0,1.0,0.0,0,0,0.0,0,0
216.13,212.66,214.92,203124.98,43539933.67,214.85,direct,,-0.06999999999999318,1.0,1.0,0.0,0,0,0.0,0,0
216.58,213.35,214.85,202891.24,43593359.24,214.58,direct,,-0.2699999999999818,1.0,1.0,0.0,0,0,0.0,0,0
218.52,212.63,214.58,305919.99,66022399.39,214.0,direct,,-0.5800000000000125,1.0,1.0,0.0,0,0,0.0,0,0
215.45,208.17,214.0,367965.92,77852391.05,210.28,direct,,-3.719999999999999,1.0,1.0,0.0,0,0,0.0,0,0
213.81,208.13,210.28,161279.19,34116935.69,212.84,direct,,2.5600000000000023,1.0,1.0,0.0,0,0,0.0,0,0
216.29,211.4,212.84,140331.6,30035931.66,216.12,direct,,3.280000000000001,-1.0,1.0,0.0,0,0,0.0,0,0
216.3,213.09,216.12,173209.94,37123101.35,215.61,direct,,-0.5099999999999909,1.0,1.0,2.0,0,1,0.0,0,0
215.95,211.87,215.61,206076.53,44090135.48,212.48,direct,,-3.130000000000024,1.0,-1.0,0.0,0,0,0.0,0,0
214.1,211.31,212.48,227169.59,48324314.36,212.82,direct,,0.3400000000000034,1.0,-1.0,0.0,0,0,0.0,0,0
213.93,210.21,212.82,142106.44,30145054.02,210.28,direct,,-2.539999999999992,-1.0,-1.0,0.0,0,0,0.0,0,0
210.53,208.29,210.28,191240.62,40023562.93,208.43,direct,,-1.8499999999999943,-1.0,-1.0,0.0,0,0,0.0,0,0
211.7,207.77,208.43,188707.13,39640221.82,211.43,direct,,3.0,-1.0,-1.0,0.0,0,0,0.0,0,0
212.19,210.01,211.43,97198.61,20512964.34,210.88,direct,,-0.5500000000000114,-1.0,-1.0,0.0,0,0,0.0,0,0
214.99,210.8,210.88,153153.88,32599436.3,214.11,direct,,3.230000000000018,1.0,-1.0,0.0,0,0,0.0,0,0
215.14,212.68,214.11,120871.57,25843360.91,215.05,direct,,0.9399999999999977,1.0,1.0,0.0,0,0,0.0,0,0
216.66,214.52,215.05,119942.4,25864359.46,215.88,direct,,0.8299999999999841,1.0,1.0,0.0,0,0,0.0,0,0
217.98,214.86,215.88,115590.19,25057295.72,215.6,direct,,-0.28000000000000114,1.0,1.0,0.0,0,0,0.0,0,0
218.93,214.78,215.6,106779.68,23189322.51,218.15,direct,,2.5500000000000114,1.0,1.0,0.0,0,0,0.0,0,0
221.01,218.05,218.15,154742.68,33998504.8,218.68,direct,,0.5300000000000011,1.0,1.0,0.0,0,0,0.0,0,0
220.16,216.61,218.68,146798.75,32035504.39,217.9,direct,,-0.7800000000000011,1.0,1.0,0.0,0,0,0.0,0,0
223.92,217.16,217.9,188835.91,41716487.95,223.64,direct,,5.739999999999981,1.0,1.0,0.0,0,0,0.0,0,0
224.55,221.11,223.64,162890.11,36315863.98,222.84,direct,,-0.799999999999983,1.0,1.0,0.0,0,0,0.0,0,0
224.18,220.61,222.84,128286.7,28543706.17,221.45,direct,,-1.3900000000000148,1.0,1.0,1.0,1,0,0.0,0,0
224.46,220.85,221.45,139493.02,31064438.32,221.69,direct,,0.2400000000000091,1.0,1.0,0.0,0,0,0.0,0,0
224.94,221.08,221.69,131012.81,29323207.09,224.53,direct,,2.8400000000000034,1.0,1.0,0.0,0,0,0.0,0,0
229.16,224.43,224.53,229330.48,52021522.05,229.08,direct,,4.550000000000011,1.0,1.0,0.0,0,0,0.0,0,0
229.99,226.7,229.08,193220.03,44191684.38,229.78,direct,,0.6999999999999886,1.0,1.0,0.0,0,0,0.0,0,0
230.08,226.92,229.78,155183.34,35461032.61,229.27,direct,,-0.5099999999999909,1.0,1.0,0.0,0,0,0.0,0,0
231.86,226.73,229.27,209952.6,48140141.48,226.82,direct,,-2.450000000000017,1.0,1.0,0.0,0,0,0.0,0,0
228.74,225.4,226.82,140350.92,31881965.36,225.43,direct,,-1.3899999999999864,1.0,1.0,0.0,0,0,0.0,0,0
232.51,221.78,225.43,290749.55,66037297.98,230.4,direct,,4.969999999999999,1.0,1.0,0.0,0,0,0.0,0,0
231.0,224.31,230.4,288281.5,65472263.41,225.24,direct,,-5.159999999999997,-1.0,-1.0,0.0,0,0,0.0,0,0
226.01,220.29,225.24,282832.89,63027333.3,224.79,direct,,-0.45000000000001705,-1.0,-1.0,0.0,0,0,0.0,0,0
225.99,222.02,224.79,108968.64,24424685.16,225.92,direct,,1.1299999999999955,-1.0,-1.0,0.0,0,0,0.0,0,0
230.99,225.57,225.92,183610.42,41976436.32,229.91,direct,,3.990000000000009,1.0,-1.0,0.0,0,0,0.0,0,0
230.38,224.81,229.91,214266.08,48778869.77,228.82,direct,,-1.0900000000000034,1.0,1.0,0.0,0,0,0.0,0,0
236.35,226.93,228.82,310618.48,72394860.51,233.92,direct,,5.099999999999994,1.0,1.0,0.0,0,0,0.0,0,0
234.48,226.3,233.92,165714.05,37945127.37,226.44,direct,,-7.47999999999999,1.0,1.0,0.0,0,0,0.0,0,0
226.99,220.2,226.44,286231.44,63788672.02,224.48,direct,,-1.960000000000008,1.0,1.0,0.0,0,0,0.0,0,0
227.55,224.2,224.48,114212.87,25784248.79,225.53,direct,,1.0500000000000114,-1.0,-1.0,0.0,0,0,0.0,0,0
226.6,223.0,225.53,88469.51,19872460.17,223.3,direct,,-2.2299999999999898,-1.0,-1.0,0.0,0,0,0.0,0,0
224.64,221.75,223.3,85837.0,19167359.99,223.21,direct,,-0.09000000000000341,-1.0,-1.0,0.0,0,0,0.0,0,0
225.66,222.9,223.21,58500.74,13124390.95,223.11,direct,,-0.09999999999999432,-1.0,-1.0,2.0,0,1,0.0,0,0
228.85,222.79,223.11,78342.41,17763653.93,228.3,direct,,5.189999999999998,1.0,-1.0,0.0,0,0,0.0,0,0
229.87,226.69,228.3,63395.09,14472848.88,227.48,direct,,-0.8200000000000216,1.0,1.0,0.0,0,0,0.0,0,0
229.16,226.0,227.48,59887.13,13625986.48,227.85,direct,,0.37000000000000455,1.0,1.0,0.0,0,0,0.0,0,0
228.86,224.32,227.85,79483.53,18033227.92,227.05,direct,,-0.799999999999983,1.0,1.0,0.0,0,0,0.0,0,0
227.53,223.4,227.05,125902.69,28395640.32,225.2,direct,,-1.8500000000000227,1.0,1.0,0.0,0,0,0.0,0,0
225.97,222.01,225.2,96734.96,21610074.31,223.26,direct,,-1.9399999999999977,-1.0,1.0,0.0,0,0,0.0,0,0
228.9,222.58,223.26,205947.58,46518690.7,228.87,direct,,5.610000000000014,-1.0,1.0,0.0,0,0,0.0,0,0
