high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol,realbody,trend1,trend2,MorningStar,EveningStar
3981.37,3951.43,3959.19,5448.43,21605885.09,3962.37,direct,,3.1799999999998363,1.0,1.0,0.0,0.0
3967.49,3931.09,3962.37,5249.98,20765575.72,3931.97,direct,,-30.40000000000009,1.0,1.0,0.0,0.0
3972.65,3928.25,3931.97,7584.5,29976031.13,3963.63,direct,,31.66000000000031,1.0,1.0,0.0,0.0
3980.29,3944.31,3963.63,6834.03,27084760.5,3948.51,direct,,-15.11999999999989,-1.0,1.0,0.0,0.0
3969.14,3936.09,3948.51,7923.85,31287027.56,3940.1,direct,,-8.41000000000031,-1.0,-1.0,0.0,0.0
3955.93,3931.87,3940.1,5691.72,22447844.62,3936.57,direct,,-3.5299999999997453,-1.0,-1.0,0.0,0.0
3948.64,3934.4,3936.57,3502.86,13812650.18,3943.53,direct,,6.960000000000036,-1.0,-1.0,0.0,0.0
3953.4,3911.88,3943.53,7087.91,27869872.57,3945.5,direct,,1.9699999999998,-1.0,-1.0,1.0,0.0
3963.12,3928.92,3945.5,11791.21,46468823.09,3960.99,direct,,15.489999999999782,-1.0,1.0,0.0,0.0
3979.89,3942.45,3960.99,11978.87,47477794.71,3978.93,direct,,17.940000000000055,1.0,1.0,0.0,0.0
3998.59,3969.36,3978.93,18178.0,72439383.48,3975.67,direct,,-3.2599999999997635,1.0,1.0,0.0,0.0
3977.69,3948.31,3975.67,4595.23,18227041.17,3961.96,direct,,-13.710000000000036,1.0,1.0,0.0,0.0
3969.22,3933.93,3961.96,5012.88,19804473.74,3943.98,direct,,-17.980000000000018,1.0,1.0,0.0,0.0
3954.84,3893.31,3943.98,7898.23,30934236.28,3906.4,direct,,-37.57999999999993,-1.0,-1.0,0.0,0.0
3950.1,3902.15,3906.4,5785.76,22737264.67,3944.68,direct,,38.279999999999745,-1.0,-1.0,0.0,0.0
4027.2,3944.54,3944.68,18209.16,72756958.99,3991.11,direct,,46.43000000000029,-1.0,-1.0,0.0,0.0
4032.94,3991.11,3991.11,9299.3,37296739.68,4012.8,direct,,21.690000000000055,1.0,1.0,0.0,0.0
4018.03,3986.11,4012.8,5098.59,20402705.46,3990.2,direct,,-22.600000000000364,1.0,1.0,0.0,0.0
3992.18,3971.86,3990.2,3405.17,13566702.73,3972.44,direct,,-17.759999999999764,1.0,1.0,0.0,0.0
3993.82,3968.59,3972.44,3624.1,14430483.76,3979.82,direct,,7.380000000000109,1.0,1.0,0.0,0.0
3990.38,3966.91,3979.82,3328.71,13245520.01,3971.95,direct,,-7.870000000000346,1.0,1.0,0.0,0.0
3977.45,3942.39,3971.95,5683.16,22467423.04,3943.95,direct,,-28.0,-1.0,-1.0,0.0,0.0
3944.87,3901.59,3943.95,6474.5,25381671.71,3924.46,direct,,-19.48999999999978,-1.0,-1.0,0.0,0.0
3931.88,3901.68,3924.46,4340.64,17002412.99,3927.96,direct,,3.5,-1.0,-1.0,0.0,0.0
3945.63,3901.38,3927.96,4365.49,17120151.01,3943.46,direct,,15.5,-1.0,-1.0,1.0,0.0
3978.58,3910.96,3943.46,10618.37,41889485.18,3965.95,direct,,22.48999999999978,-1.0,-1.0,0.0,0.0
3999.39,3919.16,3965.95,22090.78,87518009.2,3945.2,direct,,-20.75,-1.0,-1.0,0.0,0.0
3948.45,3923.16,3945.2,3491.63,13734870.3,3928.67,direct,,-16.529999999999745,1.0,-1.0,0.0,0.0
3951.96,3921.39,3928.67,5656.33,22275958.76,3927.08,direct,,-1.5900000000001455,1.0,-1.0,0.0,0.0
3931.67,3908.62,3927.08,6359.92,24915371.34,3927.88,direct,,0.8000000000001819,-1.0,-1.0,0.0,0.0
3936.18,3906.61,3927.88,3707.88,14530461.19,3932.67,direct,,4.789999999999964,-1.0,-1.0,0.0,0.0
3936.98,3887.35,3932.67,8334.78,32567762.72,3915.39,direct,,-17.2800000000002,-1.0,-1.0,0.0,1.0
3929.97,3898.99,3915.39,7423.97,29103389.28,3920.14,direct,,4.75,-1.0,-1.0,0.0,0.0
3940.03,3913.93,3920.14,7885.76,30982863.4,3922.88,direct,,2.7400000000002365,-1.0,-1.0,1.0,0.0
3993.6,3917.0,3922.88,14078.08,55831722.44,3983.68,direct,,60.79999999999973,1.0,1.0,0.0,0.0
3993.45,3914.32,3983.68,8654.19,34196668.11,3924.55,direct,,-59.129999999999654,1.0,1.0,0.0,0.0
3947.9,3894.93,3924.55,10317.25,40406734.36,3947.9,direct,,23.34999999999991,1.0,1.0,0.0,0.0
3982.81,3919.73,3947.9,15399.13,60915336.14,3934.31,direct,,-13.590000000000146,1.0,1.0,0.0,0.0
3941.86,3915.94,3934.31,5454.7,21425153.06,3929.04,direct,,-5.269999999999982,1.0,1.0,0.0,0.0
3933.59,3891.34,3929.04,10809.46,42212398.67,3907.2,direct,,-21.840000000000146,-1.0,-1.0,0.0,0.0
3927.82,3902.97,3907.2,4931.44,19318252.68,3927.19,direct,,19.990000000000236,-1.0,-1.0,0.0,0.0
3934.88,3840.59,3927.19,13189.52,51194741.88,3846.97,direct,,-80.22000000000025,-1.0,-1.0,0.0,0.0
3862.52,3830.39,3846.97,10452.19,40215244.17,3853.87,direct,,6.900000000000091,-1.0,-1.0,0.0,0.0
3854.12,3809.49,3853.87,11072.52,42372855.08,3827.44,direct,,-26.429999999999836,-1.0,-1.0,0.0,0.0
3835.24,3797.21,3827.44,9087.94,34687925.08,3814.95,direct,,-12.490000000000236,-1.0,-1.0,0.0,0.0
3818.51,3761.84,3814.95,15224.84,57580383.08,3770.37,direct,,-44.57999999999993,-1.0,-1.0,0.0,0.0
3820.97,3767.51,3770.37,11620.34,44152800.78,3798.21,direct,,27.840000000000146,-1.0,-1.0,0.0,0.0
3819.31,3788.67,3798.21,8894.21,33824930.82,3814.32,direct,,16.110000000000127,-1.0,-1.0,1.0,0.0
3815.36,3772.17,3814.32,7558.9,28626474.86,3784.59,direct,,-29.730000000000018,-1.0,-1.0,0.0,0.0
3809.79,3768.76,3784.59,10409.44,39421829.89,3777.34,direct,,-7.25,-1.0,-1.0,0.0,0.0
3847.38,3755.88,3777.34,30246.98,115100386.32,3840.29,direct,,62.94999999999982,1.0,-1.0,0.0,0.0
3840.44,3795.54,3840.29,11905.34,45507793.24,3800.44,direct,,-39.84999999999991,1.0,1.0,0.0,0.0
3851.2,3793.58,3800.44,18320.02,70101396.49,3850.48,direct,,50.039999999999964,1.0,1.0,0.0,0.0
3861.1,3823.67,3850.48,7693.1,29548279.71,3825.11,direct,,-25.36999999999989,1.0,1.0,0.0,0.0
3857.06,3819.84,3825.11,8103.95,31107695.1,3849.75,direct,,24.639999999999873,1.0,1.0,0.0,0.0
3884.08,3848.29,3849.75,11951.86,46226028.69,3873.86,direct,,24.110000000000127,1.0,1.0,0.0,0.0
3946.22,3873.15,3873.86,21097.84,82423328.04,3929.98,direct,,56.11999999999989,1.0,1.0,0.0,0.0
3967.53,3912.94,3929.98,25130.12,99131596.76,3913.36,direct,,-16.61999999999989,1.0,1.0,0.0,0.0
3928.22,3892.89,3913.36,7414.14,28974016.86,3893.29,direct,,-20.070000000000164,1.0,1.0,0.0,0.0
3955.21,3893.05,3893.29,11154.44,43867488.69,3945.57,direct,,52.2800000000002,1.0,1.0,0.0,0.0
3981.59,3930.53,3945.57,19021.57,75201627.11,3940.65,direct,,-4.920000000000073,1.0,1.0,0.0,0.0
3948.26,3915.88,3940.65,9170.59,36037116.97,3931.97,direct,,-8.680000000000291,1.0,1.0,0.0,0.0
3940.65,3911.66,3931.97,7146.56,28070073.52,3920.66,direct,,-11.309999999999945,1.0,1.0,0.0,0.0
4022.92,3918.73,3920.66,25691.81,102264122.26,4010.07,direct,,89.41000000000031,1.0,1.0,0.0,0.0
4054.56,4008.71,4010.07,28155.92,113608500.33,4034.5,direct,,24.429999999999836,1.0,1.0,0.0,0.0
4044.39,4001.02,4034.5,8591.31,34549924.99,4014.1,direct,,-20.40000000000009,1.0,1.0,0.0,0.0
4017.44,3992.21,4014.1,6414.71,25680709.83,4015.21,direct,,1.1100000000001273,1.0,1.0,0.0,0.0
4024.99,3998.5,4015.21,6356.8,25500318.51,4004.96,direct,,-10.25,1.0,1.0,0.0,0.0
4037.26,3996.01,4004.96,10320.5,41519726.28,4020.58,direct,,15.61999999999989,1.0,1.0,0.0,0.0
4029.92,4009.96,4020.58,5544.43,22283962.31,4020.81,direct,,0.2300000000000182,-1.0,1.0,0.0,0.0
4033.55,4014.29,4020.81,4603.26,18524269.92,4021.51,direct,,0.7000000000002728,-1.0,1.0,0.0,0.0
4031.11,4017.67,4021.51,6030.55,24269238.47,4026.35,direct,,4.839999999999691,1.0,1.0,0.0,0.0
4063.67,4013.31,4026.35,26852.01,108353437.54,4018.46,direct,,-7.889999999999873,1.0,1.0,0.0,0.0
4022.46,4005.89,4018.46,9784.33,39268181.51,4010.76,direct,,-7.699999999999818,1.0,1.0,0.0,0.0
4015.89,3986.55,4010.76,10032.36,40145582.61,4000.08,direct,,-10.680000000000291,-1.0,-1.0,0.0,0.0
4007.2,3963.32,4000.08,19197.94,76587013.83,3978.31,direct,,-21.769999999999982,-1.0,-1.0,0.0,0.0
4004.51,3973.44,3978.31,9773.9,39013565.85,3998.72,direct,,20.409999999999854,-1.0,-1.0,0.0,0.0
4012.76,3986.58,3998.72,10454.28,41825064.9,3992.5,direct,,-6.2199999999998,-1.0,-1.0,0.0,0.0
4000.58,3984.0,3992.5,7420.86,29616416.52,3987.68,direct,,-4.820000000000164,-1.0,-1.0,0.0,0.0
4010.71,3983.53,3987.68,7323.22,29285584.59,4008.86,direct,,21.18000000000029,-1.0,-1.0,0.0,0.0
4029.93,3998.41,4008.86,14646.24,58763924.33,4009.55,direct,,0.6900000000000546,1.0,1.0,1.0,0.0
4035.89,4003.57,4009.55,8015.78,32223174.52,4026.82,direct,,17.269999999999982,1.0,1.0,0.0,0.0
4030.06,4014.56,4026.82,6743.32,27130703.24,4028.85,direct,,2.0299999999997453,1.0,1.0,0.0,0.0
4044.59,4017.3,4028.85,7658.47,30861047.3,4017.7,direct,,-11.150000000000091,1.0,1.0,0.0,1.0
4028.03,3996.27,4017.7,8124.25,32611738.14,3999.01,direct,,-18.6899999999996,1.0,1.0,0.0,0.0
4042.02,3995.84,3999.01,5559.71,22343872.43,4041.09,direct,,42.07999999999993,1.0,1.0,0.0,0.0
4075.0,4036.55,4041.09,13182.64,53529630.61,4057.39,direct,,16.299999999999727,1.0,1.0,0.0,0.0
4063.16,4045.27,4057.39,9917.05,40198627.62,4049.52,direct,,-7.869999999999891,1.0,1.0,0.0,0.0
4056.01,4044.34,4049.52,5308.16,21498270.01,4055.95,direct,,6.429999999999836,1.0,1.0,0.0,0.0
4056.67,4028.8,4055.95,5781.17,23367609.45,4035.19,direct,,-20.759999999999764,1.0,1.0,0.0,0.0
4050.2,4032.78,4035.19,4204.61,16995342.61,4040.85,direct,,5.6599999999998545,1.0,1.0,0.0,0.0
4061.3,4040.77,4040.85,4654.91,18859798.81,4050.74,direct,,9.889999999999873,-1.0,1.0,0.0,0.0
4063.16,4035.64,4050.74,6692.9,27110775.37,4035.76,direct,,-14.979999999999563,-1.0,-1.0,0.0,1.0
4040.01,4005.23,4035.76,5470.34,22000734.65,4014.27,direct,,-21.490000000000236,-1.0,-1.0,0.0,0.0
4028.6,4011.03,4014.27,3458.02,13905694.4,4024.96,direct,,10.690000000000055,-1.0,-1.0,0.0,0.0
4035.66,4016.78,4024.96,3583.46,14429934.21,4023.72,direct,,-1.2400000000002365,-1.0,-1.0,0.0,0.0
4032.15,3940.86,4023.72,16617.48,66063050.33,3953.92,direct,,-69.79999999999973,-1.0,-1.0,0.0,0.0
3975.65,3946.11,3953.92,11853.54,46920712.52,3962.23,direct,,8.309999999999945,-1.0,-1.0,0.0,0.0
4010.1,3959.89,3962.23,11418.34,45534365.21,4000.48,direct,,38.25,-1.0,-1.0,1.0,0.0
4009.89,3986.98,4000.48,7372.18,29477803.48,4009.22,direct,,8.739999999999782,-1.0,-1.0,0.0,0.0
4035.2,3997.44,4009.22,9701.77,38988054.58,4010.22,direct,,1.0,-1.0,-1.0,0.0,0.0
4016.15,3977.48,4010.22,8186.92,32711041.92,3984.04,direct,,-26.179999999999836,1.0,-1.0,0.0,0.0
3994.77,3956.89,3984.04,15281.06,60802939.15,3983.12,direct,,-0.9200000000000728,1.0,1.0,0.0,0.0
4001.66,3974.87,3983.12,6200.87,24741780.19,3999.15,direct,,16.0300000000002,1.0,1.0,0.0,0.0
4013.94,3991.35,3999.15,10320.71,41318639.93,4007.39,direct,,8.239999999999782,-1.0,1.0,0.0,0.0
4021.71,4002.08,4007.39,7503.56,30119416.18,4016.13,direct,,8.740000000000236,1.0,1.0,0.0,0.0
4020.04,3992.67,4016.13,5443.48,21789537.56,4002.7,direct,,-13.430000000000291,1.0,1.0,0.0,1.0
4003.99,3975.81,4002.7,5986.7,23865301.76,3981.26,direct,,-21.4399999999996,1.0,-1.0,0.0,0.0
3987.01,3912.07,3981.26,29821.85,117525672.47,3941.98,direct,,-39.2800000000002,-1.0,-1.0,0.0,0.0
3957.9,3927.28,3941.98,6242.26,24631351.62,3956.54,direct,,14.559999999999945,-1.0,-1.0,0.0,0.0
4005.72,3946.89,3956.54,12264.06,48842971.31,3966.68,direct,,10.139999999999873,-1.0,-1.0,0.0,0.0
3970.94,3935.88,3966.68,5165.43,20434236.2,3962.02,direct,,-4.6599999999998545,-1.0,-1.0,0.0,0.0
3973.37,3946.64,3962.02,3808.45,15089247.42,3949.95,direct,,-12.070000000000164,-1.0,-1.0,0.0,0.0
3967.02,3943.88,3949.95,4465.76,17653787.96,3947.5,direct,,-2.449999999999818,-1.0,-1.0,0.0,0.0
3964.38,3938.65,3947.5,6167.04,24367268.84,3962.99,direct,,15.489999999999782,1.0,-1.0,0.0,0.0
3964.99,3901.86,3962.99,8314.31,32686463.6,3912.2,direct,,-50.789999999999964,-1.0,-1.0,0.0,0.0
3935.02,3896.44,3912.2,9666.93,37830224.36,3931.0,direct,,18.800000000000182,-1.0,-1.0,0.0,0.0
3935.52,3906.0,3931.0,5599.14,21949842.15,3932.38,direct,,1.3800000000001091,-1.0,-1.0,0.0,0.0
3955.73,3917.46,3932.38,4688.56,18467018.56,3943.36,direct,,10.980000000000018,-1.0,-1.0,0.0,0.0
3952.98,3923.14,3943.36,7127.53,28076998.82,3936.04,direct,,-7.320000000000164,-1.0,-1.0,0.0,0.0
3958.92,3927.29,3936.04,4314.53,17022430.51,3945.94,direct,,9.900000000000091,1.0,-1.0,0.0,0.0
3965.67,3945.66,3945.94,7064.25,27956910.2,3949.52,direct,,3.5799999999999272,1.0,1.0,1.0,0.0
3956.0,3927.37,3949.52,9759.98,38467640.83,3940.84,direct,,-8.679999999999836,1.0,1.0,0.0,0.0
3958.41,3938.99,3940.84,7796.61,30795903.82,3950.52,direct,,9.679999999999836,1.0,1.0,0.0,0.0
3996.24,3947.39,3950.52,14729.59,58494557.31,3987.53,direct,,37.01000000000022,1.0,1.0,0.0,0.0
4049.36,3986.53,3987.53,34489.18,138510451.95,4046.86,direct,,59.32999999999993,1.0,1.0,0.0,0.0
4104.76,4046.86,4046.86,56375.34,230420625.43,4094.82,direct,,47.960000000000036,1.0,1.0,0.0,0.0
4155.17,4091.5,4094.82,34772.6,143595604.34,4136.75,direct,,41.929999999999836,1.0,1.0,0.0,0.0
4144.17,4106.06,4136.75,21152.61,87207903.76,4123.44,direct,,-13.3100000000004,1.0,1.0,0.0,0.0
4128.43,4091.52,4123.44,9722.52,39947701.16,4114.79,direct,,-8.649999999999636,1.0,1.0,0.0,0.0
4118.99,4096.35,4114.79,5420.64,22285072.11,4097.32,direct,,-17.470000000000255,1.0,1.0,0.0,0.0
4112.43,4088.43,4097.32,6343.45,26009664.6,4112.35,direct,,15.030000000000655,1.0,1.0,0.0,0.0
4122.4,4099.05,4112.35,8826.67,36266364.79,4110.31,direct,,-2.0399999999999636,-1.0,1.0,0.0,0.0
4130.71,4106.46,4110.31,8919.87,36741163.21,4124.44,direct,,14.1299999999992,-1.0,1.0,0.0,0.0
4129.62,4100.86,4124.44,7980.06,32861795.19,4100.86,direct,,-23.579999999999927,-1.0,-1.0,0.0,0.0
4105.59,4077.96,4100.86,6283.33,25719487.21,4092.32,direct,,-8.539999999999509,-1.0,-1.0,0.0,0.0
4102.19,4090.99,4092.32,3476.3,14242031.39,4091.63,direct,,-0.6900000000000546,-1.0,-1.0,0.0,0.0
4097.35,4078.68,4091.63,4608.73,18846113.98,4091.82,direct,,0.19000000000005457,-1.0,-1.0,0.0,0.0
4098.31,4065.94,4091.82,4943.58,20193295.23,4090.99,direct,,-0.830000000000382,-1.0,-1.0,0.0,0.0
4099.63,4084.42,4090.99,2964.19,12129115.6,4090.16,direct,,-0.8299999999999272,-1.0,-1.0,0.0,0.0
4115.69,4084.64,4090.16,4086.16,16753217.17,4096.43,direct,,6.270000000000437,-1.0,-1.0,0.0,0.0
4112.8,4094.14,4096.43,3311.45,13598383.8,4109.96,direct,,13.529999999999745,1.0,1.0,1.0,0.0
4110.95,4090.09,4109.96,4183.27,17140030.65,4093.7,direct,,-16.26000000000022,1.0,1.0,0.0,0.0
4119.06,4072.84,4093.7,6387.38,26169494.87,4081.08,direct,,-12.61999999999989,-1.0,-1.0,0.0,0.0
4088.11,4068.17,4081.08,4335.45,17684779.79,4085.45,direct,,4.369999999999891,-1.0,-1.0,0.0,0.0
4106.2,4077.81,4085.45,6476.0,26497129.48,4088.97,direct,,3.519999999999982,-1.0,-1.0,0.0,0.0
4115.49,4074.18,4088.97,6671.36,27351556.38,4080.37,direct,,-8.599999999999909,-1.0,-1.0,0.0,0.0
4097.05,4053.57,4080.37,8641.76,35220106.44,4096.84,direct,,16.470000000000255,-1.0,-1.0,0.0,0.0
4110.76,4077.56,4096.84,8504.18,34836232.7,4088.87,direct,,-7.970000000000255,1.0,-1.0,0.0,0.0
4101.09,4073.51,4088.87,4653.85,19010591.68,4100.15,direct,,11.279999999999745,1.0,1.0,0.0,0.0
4127.75,4097.41,4100.15,6034.07,24805574.36,4124.09,direct,,23.94000000000051,1.0,1.0,1.0,0.0
4137.22,4075.29,4124.09,16832.39,69091315.57,4078.08,direct,,-46.01000000000022,1.0,1.0,0.0,1.0
4085.04,4041.88,4078.08,23668.92,96152002.98,4071.2,direct,,-6.880000000000109,-1.0,-1.0,0.0,0.0
4080.0,4060.84,4071.2,4096.4,16668714.55,4067.45,direct,,-3.75,-1.0,-1.0,0.0,0.0
4072.44,4041.33,4067.45,5708.58,23168238.77,4056.43,direct,,-11.019999999999982,-1.0,-1.0,0.0,0.0
4069.71,4014.98,4056.43,17784.45,71855496.08,4047.87,direct,,-8.559999999999945,-1.0,-1.0,0.0,0.0
4071.04,4023.5,4047.87,7381.34,29892554.69,4068.68,direct,,20.809999999999945,-1.0,-1.0,0.0,0.0
4078.56,4044.63,4068.68,4011.4,16280467.25,4056.51,direct,,-12.169999999999618,-1.0,-1.0,0.0,0.0
4061.48,4035.07,4056.51,2414.23,9779048.02,4035.07,direct,,-21.440000000000055,-1.0,-1.0,0.0,0.0
4046.04,4030.27,4035.07,2720.66,10986045.79,4040.95,direct,,5.879999999999654,-1.0,-1.0,0.0,0.0
4055.08,4037.77,4040.95,2226.19,9009330.84,4043.87,direct,,2.9200000000000728,-1.0,-1.0,1.0,0.0
4060.92,4043.59,4043.87,2169.98,8793368.77,4048.52,direct,,4.650000000000091,-1.0,-1.0,0.0,0.0
4061.03,4029.39,4048.52,4037.07,16341218.27,4060.95,direct,,12.429999999999836,-1.0,-1.0,0.0,0.0
4065.16,4047.5,4060.95,2079.43,8438099.56,4055.76,direct,,-5.1899999999996,1.0,-1.0,0.0,0.0
4062.92,4046.69,4055.76,1172.14,4751636.84,4060.71,direct,,4.949999999999818,1.0,1.0,0.0,0.0
4064.73,4048.89,4060.71,1736.7,7045955.29,4049.87,direct,,-10.840000000000146,1.0,1.0,0.0,0.0
4055.3,4025.81,4049.87,2622.83,10607099.62,4035.54,direct,,-14.329999999999927,-1.0,1.0,0.0,0.0
4057.52,4030.52,4035.54,2079.4,8421510.04,4054.19,direct,,18.65000000000009,-1.0,-1.0,0.0,0.0
4106.98,4053.62,4054.19,5881.27,24016576.67,4086.91,direct,,32.7199999999998,1.0,1.0,0.0,0.0
4087.1,4061.9,4086.91,3797.87,15473926.9,4080.06,direct,,-6.849999999999909,1.0,1.0,0.0,0.0
4081.1,4064.64,4080.06,2488.29,10130467.67,4070.41,direct,,-9.650000000000091,1.0,1.0,0.0,0.0
4084.57,4064.55,4070.41,3567.94,14541764.48,4082.01,direct,,11.600000000000364,1.0,1.0,0.0,0.0
4102.67,4074.24,4082.01,8401.23,34361826.03,4079.08,direct,,-2.930000000000291,1.0,1.0,0.0,0.0
4082.22,4036.58,4079.08,12070.72,48948652.92,4068.52,direct,,-10.559999999999945,1.0,1.0,0.0,0.0
4095.99,4064.41,4068.52,6540.68,26714631.24,4085.06,direct,,16.539999999999964,-1.0,1.0,0.0,0.0
4087.85,4074.44,4085.06,2579.89,10524914.98,4080.08,direct,,-4.980000000000018,1.0,-1.0,0.0,0.0
4115.12,4076.94,4080.08,8379.45,34322743.81,4107.08,direct,,27.0,1.0,1.0,0.0,0.0
4141.62,4107.08,4107.08,11375.09,46933776.2,4120.59,direct,,13.510000000000218,1.0,1.0,1.0,0.0
4122.94,4084.55,4120.59,4608.7,18907932.87,4089.17,direct,,-31.420000000000073,1.0,1.0,0.0,1.0
4110.2,4083.02,4089.17,4417.41,18093957.11,4097.06,direct,,7.890000000000327,1.0,1.0,0.0,0.0
4101.09,4076.06,4097.06,4920.61,20125026.52,4085.1,direct,,-11.960000000000491,1.0,1.0,0.0,0.0
4105.58,4081.18,4085.1,4268.66,17475516.9,4095.15,direct,,10.050000000000182,-1.0,1.0,0.0,0.0
4098.14,4055.07,4095.15,6083.04,24778884.57,4067.39,direct,,-27.76000000000022,-1.0,-1.0,0.0,0.0
4067.45,4010.42,4067.39,10662.91,43042175.52,4016.31,direct,,-51.07999999999993,-1.0,-1.0,0.0,0.0
4032.03,4008.08,4016.31,7921.51,31837048.09,4025.35,direct,,9.039999999999964,-1.0,-1.0,0.0,0.0
4034.89,4020.05,4025.35,2235.26,9002224.64,4030.43,direct,,5.079999999999927,-1.0,-1.0,1.0,0.0
4038.07,4021.36,4030.43,3044.88,12271345.43,4030.06,direct,,-0.36999999999989086,-1.0,-1.0,0.0,0.0
4041.81,4021.99,4030.06,1989.21,8017967.34,4039.53,direct,,9.470000000000255,-1.0,-1.0,0.0,0.0
4051.56,4029.93,4039.53,2631.09,10629380.02,4034.37,direct,,-5.160000000000309,-1.0,-1.0,0.0,0.0
4052.65,4032.29,4034.37,2182.65,8825668.29,4044.17,direct,,9.800000000000182,1.0,-1.0,0.0,0.0
4053.65,4037.74,4044.17,1989.93,8049446.43,4050.01,direct,,5.8400000000001455,1.0,1.0,1.0,0.0
4059.17,4016.88,4050.01,4250.91,17169451.78,4035.6,direct,,-14.41000000000031,1.0,1.0,0.0,0.0
4052.15,4026.98,4035.6,3440.31,13899299.71,4047.47,direct,,11.86999999999989,1.0,1.0,0.0,0.0
4050.58,4038.12,4047.47,2149.71,8697093.15,4044.73,direct,,-2.7399999999997817,1.0,1.0,0.0,0.0
4056.74,4039.48,4044.73,2977.81,12050715.06,4053.27,direct,,8.539999999999964,1.0,1.0,0.0,0.0
4069.16,4049.22,4053.27,5156.55,20934245.06,4056.16,direct,,2.8899999999998727,1.0,1.0,0.0,0.0
4078.35,4051.73,4056.16,5960.77,24241602.05,4072.58,direct,,16.420000000000073,1.0,1.0,0.0,0.0
4080.09,4066.0,4072.58,6034.25,24586282.06,4075.03,direct,,2.450000000000273,1.0,1.0,0.0,0.0
4081.15,4067.28,4075.03,4986.09,20304215.96,4078.97,direct,,3.9399999999996,1.0,1.0,0.0,0.0
4083.55,4071.31,4078.97,5455.48,22245277.14,4078.86,direct,,-0.10999999999967258,1.0,1.0,0.0,0.0
4086.29,4072.91,4078.86,4479.67,18279476.01,4074.96,direct,,-3.900000000000091,1.0,1.0,0.0,0.0
4106.52,4045.9,4074.96,9264.38,37804916.03,4085.33,direct,,10.36999999999989,1.0,1.0,0.0,0.0
4096.03,4081.62,4085.33,4272.31,17462964.14,4084.8,direct,,-0.5299999999997453,1.0,1.0,0.0,0.0
4092.27,4062.28,4084.8,6161.98,25092355.72,4063.44,direct,,-21.360000000000127,-1.0,1.0,0.0,0.0
4082.1,4060.84,4063.44,8328.03,33912350.59,4064.12,direct,,0.6799999999998363,-1.0,-1.0,0.0,0.0
4078.73,4050.92,4064.12,6131.13,24918494.14,4077.03,direct,,12.91000000000031,-1.0,-1.0,0.0,0.0
4083.03,4068.82,4077.03,4956.26,20205639.25,4073.15,direct,,-3.880000000000109,-1.0,-1.0,0.0,0.0
4089.58,4071.22,4073.15,4615.79,18844552.04,4083.58,direct,,10.429999999999836,-1.0,-1.0,0.0,0.0
4083.69,4068.85,4083.58,3357.87,13683162.29,4070.7,direct,,-12.88000000000011,1.0,-1.0,0.0,0.0
4071.09,4063.16,4070.7,3018.14,12275096.55,4064.71,direct,,-5.989999999999782,1.0,-1.0,0.0,0.0
4073.73,4058.16,4064.71,3133.13,12739639.13,4071.05,direct,,6.3400000000001455,-1.0,1.0,0.0,0.0
4073.03,4050.46,4071.05,3218.16,13070156.07,4053.29,direct,,-17.76000000000022,-1.0,-1.0,0.0,0.0
4064.97,4036.79,4053.29,3782.91,15332144.99,4039.69,direct,,-13.599999999999909,-1.0,-1.0,0.0,0.0
4057.38,4035.97,4039.69,3529.79,14282270.63,4055.0,direct,,15.309999999999945,-1.0,-1.0,0.0,0.0
4063.54,4053.74,4055.0,2997.33,12165823.39,4061.68,direct,,6.679999999999836,-1.0,-1.0,1.0,0.0
4067.62,4057.27,4061.68,3829.32,15553430.11,4062.77,direct,,1.0900000000001455,-1.0,-1.0,0.0,0.0
4097.35,4047.9,4062.77,10760.61,43866600.05,4083.7,direct,,20.929999999999836,1.0,1.0,0.0,0.0
4099.72,4075.55,4083.7,8795.51,35973369.09,4091.78,direct,,8.080000000000382,1.0,1.0,0.0,0.0
4104.28,4085.63,4091.78,13626.82,55820554.43,4096.76,direct,,4.980000000000018,1.0,1.0,0.0,0.0
4115.63,4089.09,4096.76,12186.52,49978722.56,4094.42,direct,,-2.3400000000001455,1.0,1.0,0.0,0.0
4101.88,4080.51,4094.42,6031.75,24671085.54,4093.66,direct,,-0.7600000000002183,1.0,1.0,0.0,0.0
4128.11,4090.93,4093.66,9748.49,40103699.8,4117.7,direct,,24.039999999999964,1.0,1.0,0.0,0.0
4127.8,4097.44,4117.7,14442.85,59342920.15,4099.82,direct,,-17.88000000000011,1.0,1.0,0.0,0.0
4101.28,4078.0,4099.82,8091.46,33090647.53,4080.08,direct,,-19.73999999999978,-1.0,1.0,0.0,0.0
4094.65,4073.7,4080.08,8051.36,32860893.3,4093.68,direct,,13.599999999999909,-1.0,-1.0,0.0,0.0
4094.51,4058.63,4093.68,6663.93,27172106.38,4059.69,direct,,-33.98999999999978,-1.0,-1.0,0.0,0.0
4076.7,4045.99,4059.69,6027.79,24498303.37,4065.66,direct,,5.9699999999998,-1.0,-1.0,0.0,0.0
4070.09,4030.81,4065.66,9457.15,38256796.83,4037.87,direct,,-27.789999999999964,-1.0,-1.0,0.0,0.0
4038.31,4001.93,4037.87,13257.81,53296320.26,4031.08,direct,,-6.789999999999964,-1.0,-1.0,0.0,0.0
4031.36,3969.97,4031.08,25784.14,102924849.63,3983.74,direct,,-47.340000000000146,-1.0,-1.0,0.0,0.0
